document_id,dataset,split,model,prediction_source,ground_truth_leaf_count,line_item_count,text_token_count,document_text_length,ocr_box_count,image_width,image_height,aspect_ratio,image_megapixels,text_density,numeric_token_density,monetary_field_count,monetary_field_density,hierarchy_depth,subtotal_present,tax_present,discount_present,total_present,total_amount,blur,luminance,contrast,estimated_skew,edge_density,foreground_density,number_extracted_fields,document_exact,leaf_precision,leaf_recall,leaf_f1,total_exact,total_value_present,confidence,calibrated_confidence,rfdi_risk_score,schema_failure,reconciliation_failure,model_disagreement_score,routing_decision,critical_error,latency_seconds,corruption,severity
cord-v2-validation-00010,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,2,15,65,15,864,1296,0.6666666666666666,1.119744,13.395919067215363,0.5333333333333333,5,0.5555555555555556,3,False,False,False,True,60000.0,672.2763632973732,162.03799261259718,63.809480683246576,0.0,0.02265160608139003,0.20559252829218108,9,False,0.8888888888888888,0.8888888888888888,0.8888888888888888,True,True,0.9983924627304077,,,False,False,,,False,1.4975801090004097,clean,none
cord-v2-validation-00011,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,17,4,37,149,37,907,1280,0.70859375,1.16096,31.870176405733186,0.40540540540540543,9,0.5294117647058824,3,True,True,False,True,89100.0,108.41388054780221,169.84880960584343,36.14612209965108,0.0,0.019097987872105843,0.2985494762954796,17,False,0.9411764705882353,0.9411764705882353,0.9411764705882353,True,True,0.9980692863464355,,,False,False,,,False,3.6267539279997436,clean,none
cord-v2-validation-00012,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,6,1,11,47,11,1108,1478,0.7496617050067659,1.637624,6.717048602121122,0.45454545454545453,4,0.6666666666666666,2,False,False,False,True,72000.0,103.8947535837421,165.8358408279312,33.831025023741255,0.0,0.008516606986707571,0.3279898193968823,6,True,1.0,1.0,1.0,True,True,0.9990233182907104,,,False,False,,,False,1.3719352219995926,clean,none
cord-v2-validation-00013,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,11,2,21,96,21,1108,1478,0.7496617050067659,1.637624,12.823456422231233,0.47619047619047616,7,0.6363636363636364,3,True,True,False,True,45500.0,170.34313858818481,175.14356103721002,35.390623404855624,0.0,0.01544310537705847,0.20464526655691417,11,True,1.0,1.0,1.0,True,True,0.9999719262123108,,,False,False,,,False,4.517418737999833,clean,none
cord-v2-validation-00014,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,12,2,26,103,26,605,1280,0.47265625,0.7744,33.574380165289256,0.4230769230769231,8,0.6666666666666666,3,True,True,False,True,39600.0,421.0467897400437,159.3712241735537,28.820907034345588,0.0,0.013547262396694215,0.3119253615702479,12,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,0.9991000890731812,,,False,False,,,False,2.669294315001025,clean,none
cord-v2-validation-00015,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,13,2,26,121,26,1108,1478,0.7496617050067659,1.637624,15.876660332286288,0.46153846153846156,9,0.6923076923076923,3,True,True,False,True,59400.0,252.65652202147268,173.16036342896783,29.247929736093973,0.0,0.012370971602761073,0.3466235228599483,13,True,1.0,1.0,1.0,True,True,0.9988956451416016,,,False,False,,,False,2.3261856169992825,clean,none
cord-v2-validation-00016,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,7,1,10,49,10,2376,4224,0.5625,10.036224,0.9963906744209774,0.6,5,0.7142857142857143,2,False,False,False,True,20000.0,28.12767490819276,106.1061334422189,62.28646542926981,0.0,0.0037467278530252013,0.6739958175505051,7,True,1.0,1.0,1.0,True,True,0.9933670163154602,,,False,False,,,False,2.2149394899988692,clean,none
cord-v2-validation-00017,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,12,89,12,576,864,0.6666666666666666,0.497664,24.112654320987655,0.6666666666666666,6,0.75,2,True,False,False,True,20000.0,3970.1645601606833,117.65019973315329,38.51210960833421,0.0,0.03814822852366255,0.610399787808642,8,False,0.75,0.75,0.75,True,True,0.979280412197113,,,False,False,,,False,2.8541480629992293,clean,none
cord-v2-validation-00018,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,12,2,19,82,19,576,864,0.6666666666666666,0.497664,38.17836934156379,0.5789473684210527,8,0.6666666666666666,3,False,False,False,True,25000.0,110.13870424496638,145.23224705825618,54.9354138848324,0.0,0.02228009259259259,0.5537953317901234,12,True,1.0,1.0,1.0,True,True,0.9944673180580139,,,False,False,,,False,2.684877952999159,clean,none
cord-v2-validation-00019,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,12,3,22,100,22,864,1296,0.6666666666666666,1.119744,19.6473479652492,0.45454545454545453,6,0.5,3,False,False,False,True,42500.0,512.3898372952539,164.96615744312984,61.93908780500047,0.0,0.012520719021490627,0.2698670410379515,12,True,1.0,1.0,1.0,True,True,0.9947635531425476,,,False,False,,,False,4.645551284000248,clean,none
cord-v2-validation-00020,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,11,2,17,79,17,1836,3264,0.5625,5.992704,2.836782861292665,0.6470588235294118,7,0.6363636363636364,3,True,True,False,True,16500.0,83.32586355145123,102.69692446014353,56.32920288057851,0.0,0.00813021968046478,0.5607328511469948,11,True,1.0,1.0,1.0,True,True,0.997653603553772,,,False,False,,,False,2.4711501929996302,clean,none
cord-v2-validation-00021,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,17,4,36,168,36,864,1296,0.6666666666666666,1.119744,32.15020576131687,0.3888888888888889,9,0.5294117647058824,3,True,True,False,True,224908.0,383.0150338925518,152.13545417524006,51.5589189976263,0.0,0.030691836705532695,0.26858460505258347,17,False,0.9411764705882353,0.9411764705882353,0.9411764705882353,True,True,0.986899733543396,,,False,True,,,True,4.142619218000618,clean,none
cord-v2-validation-00022,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,11,1,20,99,20,576,864,0.6666666666666666,0.497664,40.18775720164609,0.45,5,0.45454545454545453,4,True,True,False,True,308000.0,209.67334985565873,136.65960969650206,32.70895079214985,0.0,0.015681262860082305,0.23978226273148148,11,False,0.9090909090909091,0.9090909090909091,0.9090909090909091,True,True,0.97962486743927,,,False,False,,,False,3.3663727450002625,clean,none
cord-v2-validation-00023,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,14,65,14,576,864,0.6666666666666666,0.497664,28.131430041152264,0.5714285714285714,6,0.75,2,True,True,False,True,20000.0,676.287110773408,128.96003327546296,37.41173186810607,0.0,0.019290123456790122,0.4911466370884774,8,True,1.0,1.0,1.0,True,True,0.9889121651649475,,,False,False,,,False,1.767274894998991,clean,none
cord-v2-validation-00024,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,21,6,37,173,37,1080,1920,0.5625,2.0736,17.843364197530864,0.40540540540540543,9,0.42857142857142855,3,False,False,False,True,80500.0,77.69913753205995,142.9247622492284,48.30535289701749,0.0,0.017941261574074073,0.22476224922839505,21,True,1.0,1.0,1.0,True,True,0.9999699592590332,,,False,False,,,False,5.497175368000171,clean,none
cord-v2-validation-00025,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,27,7,50,223,50,2304,4096,0.5625,9.437184,5.298190646701388,0.42,13,0.48148148148148145,3,True,True,False,True,207900.0,47.77927661596025,171.8773806889852,56.4472374744814,0.0,0.006229400634765625,0.1846398247612847,27,False,0.7037037037037037,0.7037037037037037,0.7037037037037037,True,True,0.985174298286438,,,False,True,,,False,4.42462445000092,clean,none
cord-v2-validation-00026,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,21,5,25,135,25,1108,1478,0.7496617050067659,1.637624,15.266019550275278,0.64,11,0.5238095238095238,3,False,False,False,True,35000.0,129.86732476129288,158.30013238692155,33.98943531237747,0.0,0.017803231999531027,0.4704639160149094,21,True,1.0,1.0,1.0,True,True,0.995692253112793,,,False,False,,,False,6.501323759001025,clean,none
cord-v2-validation-00027,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,19,83,19,2304,4096,0.5625,9.437184,2.0133124457465277,0.3684210526315789,6,0.75,2,True,True,False,True,17999.0,46.93054431091754,166.5618961122301,23.72901692047837,0.0,0.0026120079888237845,0.4951559702555339,8,False,0.875,0.875,0.875,True,True,0.9999375939369202,,,False,False,,,True,2.660877038999388,clean,none
cord-v2-validation-00028,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,12,2,19,91,19,864,1296,0.6666666666666666,1.119744,16.968164151806125,0.5263157894736842,8,0.6666666666666666,3,False,False,False,True,22000.0,1021.9314649369582,142.33557670324646,93.19574396346118,0.0,0.0555376943301326,0.36110485968221306,12,True,1.0,1.0,1.0,True,True,0.9998668432235718,,,False,False,,,False,1.043966041999738,clean,none
cord-v2-validation-00029,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,12,71,12,576,864,0.6666666666666666,0.497664,24.112654320987655,0.5833333333333334,6,0.75,2,True,False,True,False,0.0,541.2963652899269,183.92911080568416,30.573675777826907,0.0,0.03416160300925926,0.10927453060699588,7,False,1.0,0.875,0.9333333333333333,,False,0.991858959197998,,,False,False,,,True,1.649712501999602,clean,none
cord-v2-validation-00030,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,2,15,78,15,2304,4096,0.5625,9.437184,1.5894571940104165,0.4666666666666667,5,0.5555555555555556,3,False,False,False,True,21000.0,47.88439633718997,160.28357230292426,42.96892317347224,0.0,0.006633016798231337,0.3915088441636827,9,False,0.7777777777777778,0.7777777777777778,0.7777777777777778,True,True,0.999949038028717,,,False,False,,,False,1.8646260910009005,clean,none
cord-v2-validation-00031,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,6,1,12,55,12,864,1296,0.6666666666666666,1.119744,10.71673525377229,0.4166666666666667,4,0.6666666666666666,2,False,False,False,True,24000.0,214.58535817303945,120.41075013574532,44.86958529047041,0.0,0.013098529663923183,0.2930009002057613,6,True,1.0,1.0,1.0,True,True,0.9999534487724304,,,False,False,,,False,0.9124108010000782,clean,none
cord-v2-validation-00032,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,6,1,12,57,12,960,1280,0.75,1.2288,9.765625,0.4166666666666667,4,0.6666666666666666,2,True,False,False,True,6000.0,58.59215574324856,139.98131998697917,31.981909931099608,0.0,0.007953287760416667,0.23799072265625,6,True,1.0,1.0,1.0,True,True,0.9999613761901855,,,False,False,,,False,1.255703791999622,clean,none
cord-v2-validation-00033,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,10,2,20,100,20,576,864,0.6666666666666666,0.497664,40.18775720164609,0.5,6,0.6,3,False,False,False,True,57500.0,922.6488137141693,178.84845397698047,35.02668327038942,0.0,0.02637723443930041,0.5291300958076132,10,False,0.8,0.8,0.8000000000000002,True,True,0.9847225546836853,,,False,False,,,True,2.73037523900166,clean,none
cord-v2-validation-00034,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,18,4,32,151,32,576,864,0.6666666666666666,0.497664,64.30041152263375,0.53125,10,0.5555555555555556,3,True,True,False,True,283338.0,734.0825535874801,153.17763591499485,21.639264943306564,0.0,0.030793868955761316,0.1087962962962963,17,False,0.9411764705882353,0.8888888888888888,0.9142857142857143,True,True,0.9975836277008057,,,False,True,,,False,2.8579290850011603,clean,none
cord-v2-validation-00035,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,16,4,32,154,32,2304,4096,0.5625,9.437184,3.390842013888889,0.46875,8,0.5,3,True,True,False,True,304326.0,51.7991751521566,149.661350886027,68.64684224857385,0.0,0.012928326924641928,0.4808424843682183,16,True,1.0,1.0,1.0,True,True,0.9999626874923706,,,False,True,,,False,4.606218052998884,clean,none
cord-v2-validation-00036,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,13,1,22,92,22,864,1296,0.6666666666666666,1.119744,19.6473479652492,0.5,8,0.6153846153846154,4,True,True,False,True,18999.0,73.70944763078046,171.9431888002972,46.139839565250384,0.0,0.006973022405121171,0.34954418152720623,13,True,1.0,1.0,1.0,True,True,0.9900612831115723,,,False,False,,,False,3.233216282000285,clean,none
cord-v2-validation-00037,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,2,20,99,20,1108,1478,0.7496617050067659,1.637624,12.212815640220223,0.35,6,0.6666666666666666,4,True,True,False,True,70000.0,92.4500953585982,159.51679689599078,35.414115529487525,0.0,0.014220602531472426,0.472825874559728,8,False,0.875,0.7777777777777778,0.823529411764706,True,True,0.9891142845153809,,,False,False,,,False,2.1526525049994234,clean,none
cord-v2-validation-00038,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,7,1,10,49,10,2376,4224,0.5625,10.036224,0.9963906744209774,0.6,5,0.7142857142857143,2,False,False,False,True,20000.0,28.329669403333558,106.09417197145062,62.288452298184644,0.0,0.0038507510394347514,0.6741571332006938,7,True,1.0,1.0,1.0,True,True,0.9665272235870361,,,False,False,,,False,1.664150321001216,clean,none
cord-v2-validation-00039,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,16,5,28,149,28,2304,4096,0.5625,9.437184,2.9669867621527777,0.4642857142857143,11,0.6875,3,True,True,False,True,97900.0,48.1730999414247,181.70880964067248,47.277586411784874,0.0,0.016669803195529513,0.22068956163194445,16,False,0.875,0.875,0.875,True,True,0.9846165180206299,,,False,False,,,False,3.6875298129998555,clean,none
cord-v2-validation-00040,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,14,3,30,136,30,1108,1478,0.7496617050067659,1.637624,18.31922346033033,0.36666666666666664,8,0.5714285714285714,3,True,True,True,True,379500.0,218.701190252397,166.51120770091302,35.364116624395294,0.0,0.016450662667376638,0.3137808190402681,11,False,0.5454545454545454,0.42857142857142855,0.4799999999999999,True,True,0.975471019744873,,,False,False,,,True,2.4410307019988977,clean,none
cord-v2-validation-00041,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,40,11,70,297,70,493,1040,0.4740384615384615,0.51272,136.52675924481198,0.4142857142857143,18,0.45,3,True,True,True,True,2352460.0,522.6943072068699,172.65314206584492,40.26730856051276,0.0,0.04817834295521922,0.16364292401310657,41,False,0.7560975609756098,0.775,0.7654320987654322,True,True,0.9797265529632568,,,False,True,,,True,7.669304012999419,clean,none
cord-v2-validation-00042,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,16,3,21,137,21,576,864,0.6666666666666666,0.497664,42.19714506172839,0.6666666666666666,10,0.625,3,True,False,False,True,53000.0,410.144881840489,165.8371752829218,42.53135927719305,0.0,0.021514515817901234,0.42689244148662553,16,True,1.0,1.0,1.0,True,True,0.9950257539749146,,,False,False,,,False,2.584130680999806,clean,none
cord-v2-validation-00043,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,10,2,18,86,18,960,1280,0.75,1.2288,14.648437500000002,0.4444444444444444,6,0.6,3,False,False,False,True,278000.0,35.85773148401512,87.55031575520833,15.725496788631414,0.0,0.0075048828125,0.19001627604166665,10,False,0.9,0.9,0.9,True,True,0.962956964969635,,,False,False,,,False,0.9103965379999863,clean,none
cord-v2-validation-00044,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,19,83,19,2304,4096,0.5625,9.437184,2.0133124457465277,0.3684210526315789,6,0.75,2,True,True,False,True,17999.0,46.928705838763136,166.56243144141303,23.729097662255512,0.0,0.0026120079888237845,0.49509737226698136,8,False,0.75,0.75,0.75,True,True,0.9999376535415649,,,False,False,,,True,0.9457019620003848,clean,none
cord-v2-validation-00045,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,16,4,26,121,26,864,1296,0.6666666666666666,1.119744,23.21959304983996,0.5,8,0.5,3,True,True,False,True,287760.0,77.16252640271131,132.07595307498858,21.20738607790692,0.0,0.002499678497942387,0.029905942786922726,16,True,1.0,1.0,1.0,True,True,0.999921977519989,,,False,True,,,False,1.9411574110017682,clean,none
cord-v2-validation-00046,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,8,1,12,55,12,576,864,0.6666666666666666,0.497664,24.112654320987655,0.5833333333333334,6,0.75,2,False,False,False,True,22000.0,360.33264917202376,171.40687090084876,43.22954102697587,0.0,0.020668563528806583,0.11019683963477367,8,True,1.0,1.0,1.0,True,True,0.9983752965927124,,,False,False,,,False,1.4486051499989117,clean,none
cord-v2-validation-00047,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,11,1,18,79,18,864,1296,0.6666666666666666,1.119744,16.075102880658434,0.5,7,0.6363636363636364,3,True,False,False,True,42000.0,248.31599886383546,127.68333208304756,28.34738041581021,0.0,0.01739683356195702,0.5541400534407864,11,False,0.9090909090909091,0.9090909090909091,0.9090909090909091,True,True,0.9980826377868652,,,False,False,,,False,1.561635361998924,clean,none
cord-v2-validation-00048,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,15,3,28,113,28,864,1296,0.6666666666666666,1.119744,25.005715592135342,0.5,9,0.6,3,True,True,False,True,61500.0,467.08184625678604,114.57920381801554,27.849931039098735,0.0,0.01721464906264289,0.1288687414266118,15,True,1.0,1.0,1.0,True,True,0.9991936683654785,,,False,False,,,False,3.3387901179994515,clean,none
cord-v2-validation-00049,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,11,2,15,77,15,1108,1478,0.7496617050067659,1.637624,9.159611730165166,0.6,7,0.6363636363636364,3,True,True,False,False,0.0,106.29313626927693,187.8173127653234,31.22288483684413,0.0,0.009696975618334856,0.41965371782533717,11,True,1.0,1.0,1.0,,False,0.997198760509491,,,False,False,,,False,2.6124725150002632,clean,none
cord-v2-validation-00050,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,6,1,10,50,10,576,864,0.6666666666666666,0.497664,20.093878600823047,0.5,4,0.6666666666666666,2,False,False,False,True,26000.0,492.2080027435341,130.53518438143004,20.72404949564231,0.0,0.01732494212962963,0.4696180555555556,6,True,1.0,1.0,1.0,True,True,0.9999349117279053,,,False,False,,,False,2.018207943998277,clean,none
cord-v2-validation-00051,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,2,16,77,16,960,1280,0.75,1.2288,13.020833333333334,0.5,5,0.5555555555555556,3,True,False,False,True,57200.0,74.34462380675207,124.37789469401042,25.89960523940992,0.0,0.009898274739583334,0.5704093424479166,9,False,0.8888888888888888,0.8888888888888888,0.8888888888888888,True,True,0.9839662909507751,,,False,False,,,True,1.9524756370010437,clean,none
cord-v2-validation-00052,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,13,3,20,89,20,1108,1478,0.7496617050067659,1.637624,12.212815640220223,0.55,7,0.5384615384615384,3,True,False,False,True,56000.0,123.70727285018721,159.63705527031846,36.47439920584242,0.0,0.014461805640366775,0.4979445831277509,13,False,0.9230769230769231,0.9230769230769231,0.9230769230769231,True,True,0.9960749745368958,,,False,False,,,False,1.9533098850006354,clean,none
cord-v2-validation-00053,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,16,2,22,85,22,576,864,0.6666666666666666,0.497664,44.2065329218107,0.5909090909090909,8,0.5,4,False,False,False,True,31000.0,338.7876807332321,131.85029256687244,30.8572610132238,0.0,0.024193029835390945,0.2651387281378601,16,True,1.0,1.0,1.0,True,True,0.9996381998062134,,,False,False,,,False,2.4541692539987707,clean,none
cord-v2-validation-00054,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,12,2,21,111,21,576,864,0.6666666666666666,0.497664,42.19714506172839,0.5714285714285714,8,0.6666666666666666,3,False,False,False,True,40000.0,1619.4274107212843,126.76066984953704,65.106623107101,0.0,0.019414705504115226,0.31073374807098764,12,False,0.75,0.75,0.75,True,True,0.9926354885101318,,,False,False,,,False,1.3657131630006916,clean,none
cord-v2-validation-00055,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,2,18,80,18,864,1296,0.6666666666666666,1.119744,16.075102880658434,0.4444444444444444,5,0.5555555555555556,3,False,False,True,True,60000.0,274.4539689283659,143.42456400748742,59.3533702449963,0.0,0.015126671810699589,0.32765078446502055,10,False,0.8,0.8888888888888888,0.8421052631578948,True,True,0.9858747124671936,,,False,False,,,True,1.788735321999411,clean,none
cord-v2-validation-00056,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,6,1,12,62,12,576,864,0.6666666666666666,0.497664,24.112654320987655,0.5,5,0.8333333333333334,2,True,False,False,True,20000.0,405.96539184051437,150.0877238458076,57.897281831339555,0.0,0.01593243634259259,0.3234009291409465,7,False,0.7142857142857143,0.8333333333333334,0.7692307692307692,True,True,0.9773251414299011,,,False,False,,,False,1.1418951590003417,clean,none
cord-v2-validation-00057,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,13,3,25,119,25,864,1296,0.6666666666666666,1.119744,22.32653177869227,0.52,7,0.5384615384615384,3,True,True,False,True,288585.0,467.49050025566095,157.157284164952,39.00896790802465,0.0,0.020727952103337905,0.291493412780064,13,True,1.0,1.0,1.0,True,True,0.9975071549415588,,,False,True,,,False,3.7598901750006917,clean,none
cord-v2-validation-00058,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,9,1,15,72,15,432,648,0.6666666666666666,0.279936,53.58367626886145,0.4,5,0.5555555555555556,4,True,False,False,True,25000.0,742.3502006198314,108.83814871970736,72.32803652491185,0.0,0.02960319501600366,0.33797367969821673,9,False,0.8888888888888888,0.8888888888888888,0.8888888888888888,True,True,0.9998849630355835,,,False,False,,,False,2.5451345439996658,clean,none
cord-v2-validation-00059,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,32,9,45,225,45,2304,4096,0.5625,9.437184,4.76837158203125,0.5555555555555556,14,0.4375,3,True,True,False,True,664329.0,127.4476416883687,120.38769849141438,74.99394401665458,0.0,0.02659289042154948,0.5197778277926974,31,False,0.9354838709677419,0.90625,0.9206349206349206,True,True,0.9877687692642212,,,False,True,,,False,6.3733855209993635,clean,none
cord-v2-validation-00060,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,5,1,11,56,11,864,1296,0.6666666666666666,1.119744,9.8236739826246,0.36363636363636365,3,0.6,2,False,False,False,True,180000.0,711.075102476341,119.46907239511889,71.19772638013092,0.0,0.030679333847736627,0.491480195473251,5,False,0.4,0.4,0.4000000000000001,True,True,0.9332904815673828,,,False,False,,,True,1.3365207759998157,clean,none
cord-v2-validation-00061,CORD v2,validation,Donut,artifacts/v2/results/donut_development.json,14,2,31,154,31,1356,2315,0.5857451403887689,3.13914,9.875316169396715,0.41935483870967744,10,0.7142857142857143,3,True,True,False,True,8250.0,1902.538458459591,235.20634250144946,52.76181014145389,2.2586915493011475,0.02238192626005849,0.05821244034990475,13,False,0.8461538461538461,0.7857142857142857,0.8148148148148148,True,True,0.9647172093391418,,,False,False,,,False,2.6453357139998843,clean,none
