document_id,designation,document_has_critical_error,document_has_line_item_critical_error,weighted_critical_loss,R0_raw_confidence_risk,R1_current_heuristic_risk,R4_learned_risk,R4_platt_probability,R4_isotonic_probability,latency_seconds,predicted_line_item_count,reason_codes,reason_code_scope
cord-v2-test-00028,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0003052949905395508,0.30030529499053954,0.5544654899860298,0.10646620626852361,0.4909512758365487,0.7340359090012498,3,foreground_density_above_development_median;missing_discount_below_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00029,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00046950578689575195,0.00046950578689575195,0.23653790533514427,0.09848939321579031,0.0,1.5550145609995525,6,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00030,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00013571977615356445,0.00013571977615356445,0.15712068250091363,0.09658165590951029,0.0,0.3671476769995934,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00031,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00024569034576416016,0.30024569034576415,0.39916261792623675,0.10250089158891548,0.14285714285714285,0.6377603719993203,2,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00032,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.014436721801757812,0.014436721801757812,0.5585025958086206,0.10657106501086847,0.5,0.5299506720002682,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00033,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00033473968505859375,0.3003347396850586,0.23653790533514427,0.09848939321579031,0.0,0.7841820209978323,3,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00034,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.17777777777777778,0.0018012523651123047,0.0018012523651123047,0.23653790533514427,0.09848939321579031,0.0,0.5633046440016187,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00035,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,8.52346420288086e-05,8.52346420288086e-05,0.19426202330867598,0.09746971199715405,0.0,0.8778073390021746,4,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00036,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.001156628131866455,0.001156628131866455,0.19426202330867598,0.09746971199715405,0.0,0.5426698760020372,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00037,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.47619047619047616,1.2099742889404297e-05,1.2099742889404297e-05,0.19426202330867598,0.09746971199715405,0.0,0.38025121400278294,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00038,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.012310564517974854,0.31231056451797484,0.4605422891057291,0.10405220991822192,0.2804328562899268,1.7792711240035715,9,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00039,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,1.0,0.24200314283370972,0.24200314283370972,0.3450520395591404,0.10115032012244383,0.14285714285714285,0.32128752000062377,0,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00040,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.375,0.046981096267700195,0.046981096267700195,0.3146414990267551,0.10039823984957541,0.14285714285714285,0.7603418179969594,2,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00041,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.4251968503937008,0.022782206535339355,0.32278220653533934,0.5585025958086206,0.10657106501086847,0.5,1.8595497950009303,10,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00042,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.17647058823529413,0.0028630495071411133,0.0028630495071411133,0.19426202330867598,0.09746971199715405,0.0,0.5855041550021269,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00043,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.01936417818069458,0.31936417818069457,0.6191360552058423,0.108156913814518,0.5,0.8158206789994438,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00044,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.38095238095238093,0.0025487542152404785,0.0025487542152404785,0.15712068250091363,0.09658165590951029,0.0,0.2801781039997877,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00045,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.18518518518518517,0.0002580881118774414,0.0002580881118774414,0.19426202330867598,0.09746971199715405,0.0,0.9577356310001051,4,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00046,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.008580327033996582,0.008580327033996582,0.19426202330867598,0.09746971199715405,0.0,1.0569466609995288,2,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00047,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.2916666666666667,0.020100533962249756,0.020100533962249756,0.3146414990267551,0.10039823984957541,0.14285714285714285,2.1542905009991955,3,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00048,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0027099251747131348,0.0027099251747131348,0.19426202330867598,0.09746971199715405,0.0,2.3178968659995007,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00049,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.003384530544281006,0.003384530544281006,0.19426202330867598,0.09746971199715405,0.0,0.820867542999622,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00050,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0005655884742736816,0.0005655884742736816,0.19426202330867598,0.09746971199715405,0.0,0.620866228997329,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00051,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.4215686274509804,0.03910785913467407,0.03910785913467407,0.6191360552058423,0.108156913814518,0.5,4.285091560999717,4,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00052,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0002652406692504883,0.0002652406692504883,0.19426202330867598,0.09746971199715405,0.0,0.6721474240002863,2,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00053,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0019216537475585938,0.3019216537475586,0.19426202330867598,0.09746971199715405,0.0,1.505937632999121,3,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00054,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,5.8770179748535156e-05,5.8770179748535156e-05,0.19426202330867598,0.09746971199715405,0.0,0.7177752560019144,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00055,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,5.0127506256103516e-05,5.0127506256103516e-05,0.19426202330867598,0.09746971199715405,0.0,0.6674269239993009,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00056,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,8.189678192138672e-05,8.189678192138672e-05,0.19426202330867598,0.09746971199715405,0.0,0.9315763369995693,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00057,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.6923076923076923,0.007061600685119629,0.007061600685119629,0.15712068250091363,0.09658165590951029,0.0,0.35299595299875364,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00058,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.23529411764705882,0.0064961910247802734,0.0064961910247802734,0.339345038349204,0.10100880073192806,0.14285714285714285,1.6532095959992148,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00059,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.014191269874572754,0.014191269874572754,0.37105057872427183,0.10179724772163075,0.14285714285714285,4.022836727999675,9,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00060,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.2361111111111111,0.02117156982421875,0.32117156982421874,0.3146414990267551,0.10039823984957541,0.14285714285714285,1.2159605050001119,3,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00061,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.183206106870229,0.009318172931671143,0.009318172931671143,0.4605422891057291,0.10405220991822192,0.2804328562899268,5.437606724000943,6,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00062,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0014423131942749023,0.0014423131942749023,0.19426202330867598,0.09746971199715405,0.0,1.906398041999637,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00063,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.34545454545454546,0.03431743383407593,0.03431743383407593,0.3146414990267551,0.10039823984957541,0.14285714285714285,3.0127188929982367,3,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00064,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.006228148937225342,0.006228148937225342,0.19426202330867598,0.09746971199715405,0.0,1.9895214449970808,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00065,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.21428571428571427,0.06924980878829956,0.06924980878829956,0.5585025958086206,0.10657106501086847,0.5,0.9269357439989108,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00066,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0007475614547729492,0.0007475614547729492,0.39916261792623675,0.10250089158891548,0.14285714285714285,0.7987396669996087,2,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00067,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.10344827586206896,0.030531883239746094,0.030531883239746094,0.6191360552058423,0.108156913814518,0.5,0.5973407519995817,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00068,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.018600881099700928,0.018600881099700928,0.26196756913358904,0.09910731638318093,0.0,1.3544927749971976,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00069,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0003819465637207031,0.0003819465637207031,0.39916261792623675,0.10250089158891548,0.14285714285714285,2.8291242090017477,3,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00070,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.12903225806451613,0.0048274993896484375,0.3048274993896484,0.39916261792623675,0.10250089158891548,0.14285714285714285,8.478525579001143,8,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00071,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.011539041996002197,0.011539041996002197,0.23653790533514427,0.09848939321579031,0.0,0.5036384189988894,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00072,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,2.7954578399658203e-05,2.7954578399658203e-05,0.19426202330867598,0.09746971199715405,0.0,1.5438492280009086,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00073,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.125,0.0030870437622070312,0.0030870437622070312,0.19426202330867598,0.09746971199715405,0.0,0.7533015890003298,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00074,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.10666666666666667,0.02794325351715088,0.32794325351715087,0.37105057872427183,0.10179724772163075,0.14285714285714285,3.024659636001161,6,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00075,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00020384788513183594,0.00020384788513183594,0.19426202330867598,0.09746971199715405,0.0,5.271153434001462,6,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00076,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.18867924528301888,0.02231884002685547,0.02231884002685547,0.26196756913358904,0.09910731638318093,0.0,2.181128501000785,4,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00077,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0014023780822753906,0.0014023780822753906,0.19426202330867598,0.09746971199715405,0.0,0.4515549120005744,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00078,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.25,0.0063855648040771484,0.0063855648040771484,0.39916261792623675,0.10250089158891548,0.14285714285714285,1.8791750889977266,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00079,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.125,0.0007520318031311035,0.0007520318031311035,0.19426202330867598,0.09746971199715405,0.0,1.2819431729985808,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00080,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.2857142857142857,3.0934810638427734e-05,3.0934810638427734e-05,0.23653790533514427,0.09848939321579031,0.0,0.5695753679974587,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00081,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.08955223880597014,0.013000190258026123,0.013000190258026123,0.3146414990267551,0.10039823984957541,0.14285714285714285,2.6332429940011934,3,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00082,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.00023114681243896484,0.00023114681243896484,0.4605422891057291,0.10405220991822192,0.2804328562899268,3.072581029999128,3,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00083,RETROSPECTIVE_LOCKED_BENCHMARK,True,False,0.5,0.026782751083374023,0.026782751083374023,0.3146414990267551,0.10039823984957541,0.14285714285714285,2.4375026480011,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00084,RETROSPECTIVE_LOCKED_BENCHMARK,True,True,0.4426229508196721,0.01750844717025757,0.01750844717025757,0.4944572870970085,0.10491825535974518,0.3564495562014869,2.104307294001046,1,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00085,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.016621649265289307,0.016621649265289307,0.3146414990267551,0.10039823984957541,0.14285714285714285,3.6898389600028167,11,foreground_density_above_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00086,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.0001571178436279297,0.0001571178436279297,0.23653790533514427,0.09848939321579031,0.0,2.003000778000569,2,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_above_development_median,descriptive median direction for globally important features; not causal
cord-v2-test-00087,RETROSPECTIVE_LOCKED_BENCHMARK,False,False,0.0,0.01749598979949951,0.01749598979949951,0.3146414990267551,0.10039823984957541,0.14285714285714285,1.1872326269985933,1,foreground_density_below_development_median;missing_discount_above_development_median;sequence_confidence_below_development_median,descriptive median direction for globally important features; not causal
